lei,bic,legalName,countryCode
2138009KG1B7J1LZPU65,CYSEGRA1XXX,"ΚΥΚΛΟΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.",GR
213800T4OJPVQB8MDS04,VDUTGB21XXX,"VIRGIN MONEY UNIT TRUST MANAGERS LIMITED",GB
213800WPA78FCDJEW825,STKAGRA1XXX,"ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΤΡΑΠΕΖΑ ΚΑΡΔΙΤΣΑΣ ΣΥΝ.Π.Ε.",GR
213800MXAKR2LA1VBM44,ISNTGB2LXXX,"INSTINET EUROPE LIMITED",GB
2138003O6LNVBPNZPP60,EFGBJESHXXX,"EFG PRIVATE BANK LIMITED, JERSEY BRANCH",GB
213800ZYGBT68NCM6Q12,EFGBGGSPXXX,"EFG PRIVATE BANK (CHANNEL ISLANDS) LIMITED",GG
21380081WSLNCSRX7115,PRVOITM1XXX,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER I LAVORATORI DELL'INDUSTRIA TESSILE - ABBIGLIAMENTO, DELLE CALZATURE E DEGLI ALTRI SETTORI INDUSTRIALI DEL SISTEMA MODA - PREVIMODA",IT
213800P92PNWWOSITY17,GPPLGB21XXX,"GLOBAL PRIME PARTNERS LTD",GB
213800TSQG4HTYVIIQ58,SIIPGB21XXX,"SAPIEN CAPITAL LIMITED",GB
213800AM4YPXWV56D273,GFULGB2LXXX,"GREENERGY FUELS LIMITED",GB
213800UPCTZ7JX9YXN13,IAMMGB21XXX,"INTERNATIONAL ASSET MANAGEMENT LIMITED",GB
213800OIUUC13DOYFC20,KASNGRA1XXX,"ΚΑΡΑΜΑΝΩΦ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ ΑΕΠΕΥ",GR
213800SS8FNQ24KTNB18,MDPSGRA1XXX,"ΠΑΝΤΕΛΑΚΗΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ",GR
213800DF88N444TZD357,SOSXGRA1XXX,"SOLIDUS SECURITIES ΑΕΠΕΥ",GR
213800LAXWIUOOBZ3908,RBTSGB22XXX,"RECKITT BENCKISER TREASURY SERVICES PLC",GB
2138002ZGMX41L9ZCN58,HKHLGB2LXXX,"HUNTING KNIGHTSBRIDGE HOLDINGS LIMITED",GB
2138008LCT2T4PXE2R97,PIIOGB21XXX,"PICTET GLOBAL MARKETS (UK) LIMITED",GB
213800SHGGWDBFVRPS03,APISGRA1XXX,"ΑΛΦΑ ASSET MANAGEMENT ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΔΙΑΧΕΙΡΙΣΕΩΣ ΑΜΟΙΒΑΙΩΝ ΚΕΦΑΛΑΙΩΝ",GR
213800GA942GC9488127,GGHKHUH1XXX,"GLENCORE AGRICULTURE HUNGARY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG",HU
213800AL9FE4JXS86N75,OPEXGB2LXXX,"OPENAX LIMITED",GB
213800BFC3UMJBH34V67,BSONGB2LXXX,"SONALI BANK (UK) LIMITED",GB
213800XW1LGOEG3T6L75,CLTIGB21XXX,"CLEAR TREASURY (UK TRADING) LIMITED",GB
2138007775I9GY8YOL39,ONFMGB21XXX,"C B FINANCIAL SERVICES LIMITED",GB
2138007HV8ZZO49STE85,TEPIGB21XXX,"TESCO PENSION INVESTMENT LIMITED",GB
213800WS9BIQW7QANF85,LCINGB21XXX,"LAWRENCE CLARKE INVESTMENT MANAGEMENT LLP",GB
213800EZSBDBPH6YCY88,TWINGB21XXX,"INVESTINDUSTRIAL ADVISORS LIMITED",GB
213800CNEIDZBL17KU22,VGWGNL2EXXX,"RENEWI PLC",GB
213800LESOS2KNAKNI79,EARHGB21XXX,"EARTHPORTFX LIMITED",GB
213800REJK69YVJTMC76,ALPRGRA1XXX,"ΑΛΦΑ FINANCE ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ",GR
213800W8UXH47WWEY827,DYCUGRA1XXX,"ΔΥΝΑΜΙΚΗ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε. ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ",GR
213800MOA24TW7YO3S21,DEFLGB2LXXX,"SUMITOMO MITSUI TRUST (UK) LIMITED",GB
213800NCX7MNTJMIK748,RIBKCWCUXXX,"REPUBLIC INTERNATIONAL BANK N.V.",CW
213800USD6DCMLLYBV59,AMIBBBBBXXX,"AMICORP BANK AND TRUST LIMITED",BB
21380057HUGFEAF25W84,NOFBSESSXXX,"NORDAX BANK AB (PUBL)",SE
213800YDBPLD3YO69A78,DABSGB21XXX,"DARLINGTON BUILDING SOCIETY",GB
549300K7SRNSZFCG1N08,DEGIDEF1XXX,"ABERDEEN STANDARD INVESTMENTS DEUTSCHLAND AG",DE
2138005PT7YHCEA49W64,PONONOK1XXX,"BRABANK ASA",NO
213800GI1LKW2KY84R66,NUSIGB21XXX,"NUTMEG SAVING AND INVESTMENT LIMITED",GB
213800AFQW3ASUKG7I91,JENKGB21XXX,"J P JENKINS LIMITED",GB
21380058KMSRJIL8C294,BKIDINBBXXX,"BANK OF INDIA",IN
21380052HNRVKOC1CI62,MEUEGRA1XXX,"MERIT ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.",GR
21380088AIDOVWME8H93,CHSKGRA1XXX,"Ν. ΧΡΥΣΟΧΟΪΔΗΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.",GR
213800XAG4FBT63W3E98,SIIUGRA1XXX,"ΕΝΙΑΙΟΣ ΦΟΡΕΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ/ΛΟΓΑΡΙΑΣΜΟΣ ΕΙΔΙΚΟΥ ΚΕΦΑΛΑΙΟΥ Ε.Φ.Κ.Α.",GR
213800FFWYE3BQ1CU978,ATTIGRAAXXX,"ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ",GR
213800WY7LMNUUCB3P93,ARSOCYN1XXX,"ARGUS STOCKBROKERS LTD",CY
213800TB2E78VBL1WW50,AXSEGRA1XXX,"AXON ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ ΑΕΠΕΥ",GR
213800EEH345LAZ57T15,LEDEGRA1XXX,"ΛΕΩΝ ΔΕΠΟΛΑΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.",GR
213800Z67VYVM8EQ1C25,SENGGB21XXX,"SEVEN INVESTMENT MANAGEMENT LLP",GB
213800Q4M6JBU7AYVT66,TBTLAGA1XXX,"TRIUM BANK ",AG
213800D3UKCFEQXCQD09,EUVXCY21XXX,"EURIVEX LTD",CY
213800I9XHTVLX73Z109,SIGSGRA1XXX,"ΠΕΙΡΑΙΩΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ",GR
2138002EVRD5TWEC3X33,AMEPGB21XXX,"AMSTEL SECURITIES LLP",GB
213800FDUIWD8G84FV06,PHSEGB21XXX,"PHILLIPCAPITAL UK LTD",GB
213800DY1FCSSIUD8I22,INBEGB21XXX,"IPGL LIMITED",GB
213800O8X39SDBFZ5P11,HREXAEADXXX,"HORIZON EXCHANGE",AE
213800BAYEA7JOSHFN56,ANFMTTP1XXX,"ANSA MERCHANT BANK LIMITED",TT
213800LMZUA4SYKUZ262,ABCLKENAXXX,"AFRICAN BANKING CORPORATION LIMITED",KE
213800JZWXRK3OU8H225,GHCBGHACXXX,"GCB BANK LIMITED",GH
213800YGLP66PQFJDE14,ICRAITRRTS0,"EMIL BANCA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA",IT
213800QIJ8Y2MDAGUE12,TFIMCY2NXXX,"TFI MARKETS LIMITED",CY
72Q26SNHIF5UHHEV3451,BRABGB22XXX,"BRADFORD ",GB
213800PN8BSF31FXFM06,KBCILULLXXX,"KBC IFIMA S.A",LU
213800OO4CMNCGGP6M12,EUOIGB21XXX,"EURO-IB LIMITED",GB
213800CI6MQ4BYCHLL95,ERBKCYF1XXX,"ERB FUNDS VCIC PLC",CY
213800TBJD9OS7B4BW78,FRIPSGS1XXX,"FITCH RATINGS SINGAPORE PTE. LTD.",SG
213800H4DHMU4YC8VG71,FRIPBRR1XXX,"FITCH RATINGS BRASIL LTDA",BR
21380016LG58XVM8XF70,IATACAMMXXX,"INTERNATIONAL AIR TRANSPORT ASSOCIATION",CH
2138001XORMFD3NPVT36,FRIPMXM1XXX,"FITCH MEXICO SA DE CV",MX
213800OV8Y4H6GMWM670,FRIPHKH1XXX,"FITCH (HONG KONG) LIMITED",HK
213800SO27IQR1PYRC09,FRIPJPJ1XXX,"FITCH RATINGS JAPAN LIMITED",JP
213800V8QK9WQ3LPRD72,FRIPUS31XXX,"FITCH RATINGS, INC.",US
213800TTKLDKHAMM6G29,FRIPAUS1XXX,"FITCH AUSTRALIA PTY LTD",AU
213800B7528Q4DIF2G76,FRIPGB31XXX,"FITCH RATINGS CIS LTD",GB
2138009Y4TCZT6QOJO69,FRIPFRP1XXX,"FITCH FRANCE",FR
213800JEMOT1H45VN340,FRIPDEF1XXX,"FITCH DEUTSCHLAND GMBH",DE
213800POJ9QSCHL3KR31,FRIPITM1XXX,"FITCH ITALIA – SOCIETÀ ITALIANA PER RATING S.P.A.",IT
213800RYJTJPW2WD5704,FRIPPLP1XXX,"FITCH POLSKA SPÓŁKA AKCYJNA",PL
213800RENFIIODKETE60,FRIPESB1XXX,"FITCH RATINGS ESPAÑA SA",ES
213800HEGP22T1WTAC32,LCMPGB21XXX,"LIQUID CAPITAL MANAGEMENT LLP",GB
213800FA8O8GIBK9CX47,BATSHKH1XXX,"BRITISH AMERICAN TOBACCO ASIA-PACIFIC REGION LIMITED",HK
213800RQ3U5WMXYDTO77,BATSNL21XXX,"ROTHMANS FAR EAST B.V.",NL
213800IYZNFUEIYMDE59,TESCGRA1XXX,"EUROBANK EQUITIES ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ",GR
21380055MDH7K318AY70,FCEXGB2LXXX,"FOREIGN CURRENCY EXCHANGE LIMITED",GB
213800DH6UHCSVBP7F78,VOCBMTMTXXX,"NOVUM BANK LIMITED",MT
213800LQRQEUXTPJB960,WACNGB21XXX,"WALLWOOD CAPITAL MANAGEMENT LIMITED",GB
213800NR44FZFC9RPO56,IINVGB21XXX,"INSIGHT INVESTMENT MANAGEMENT (GLOBAL) LIMITED",GB
213800EFKXASBIQ5IR69,SIAOPTP1XXX,"SIBS PAGAMENTOS SA",PT
213800E7CLLKHY84ZD22,EAALGB21XXX,"EURONOVA ASSET MANAGEMENT UK LLP",GB
213800NHNN19YNWSTJ86,CLSAMUM1XXX,"CLSA (MAURITIUS) LIMITED",HK
213800OI473FSBR52K95,PUTGGB21XXX,"MITON TRUST MANAGERS LIMITED",GB
2138005QPVI3K8CTGY46,MIIEGB21XXX,"MITON ASSET MANAGEMENT LIMITED",GB
2138007HCL683ZPDD829,CLSSSGSGXXX,"CLSA SINGAPORE PTE LTD",HK
213800B1PHY5T6364353,CLSAKRS1XXX,"CLSA SECURITIES KOREA LTD.",HK
213800L3V7E61NDJ7150,CLSATHB1XXX,"CLSA SECURITIES (THAILAND) LIMITED",HK
213800QTEJ512NUDDT70,CLSAINB1XXX,"CLSA INDIA PRIVATE LIMITED",HK
5967007LIEEXZX9IEO75,VPSNNOKKXXX,"VERDIPAPIRSENTRALEN ASA",NO
213800UV7Z5F66Q37P26,AXIPDE33XXX,"AXA VERSICHERUNG AKTIENGESELLSCHAFT",DE
2138002XZG664PVZFZ92,AXITITM1XXX,"AXA ASSICURAZIONI SPA",IT
2138003HSB2WUIM4TH48,FPPRITR1XXX,"FONDO PENSIONE PER IL PERSONALE DELL'EX BANCA DI ROMA",IT
213800TZSG5YJF8F6478,GRPLGB2LXXX,"GLOBAL REACH PARTNERS LIMITED",GB
213800K6OBHUHJVDO783,IMBLTZTZXXX,I,TZ
213800WJG33TNCFVZK61,OLVTGB21XXX,"OLIVETREE FINANCIAL LIMITED",GB
213800MZ412TC3WMLB35,MRASNO21XXX,"MARKEDSKRAFT AS",NO
213800GLP1CKLW9KFM35,UNCECH22XXX,"AXION SWISS BANK SA",CH
2138001OK25UIN6NL309,PEEVITM1XXX,"PREVIP FONDO PENSIONE",IT
2138001Q77JDLESS4Y50,EBBKEGCXXXX,"HSBC BANK EGYPT S.A.E",GB
213800Q8Z6JRR1RRIR46,LIDCGB21XXX,"NOVA CAPITAL MANAGEMENT LIMITED",GB
21380051MF78L87PI591,FFISGRA1XXX,"BETA AXEΠΕΥ",GR
213800H6AW8KQH23MS96,BAULCHZ1XXX,"BARRY CALLEBAUT SOURCING AG",CH
213800WWVCAPAMOZ1M98,NSGEGB22XXX,"NSG UK ENTERPRISES LIMITED",GB
213800UL7Z7B6GLBZ213,CLRKGB22XXX,C,GB
213800HYL1S7VAXG6Z48,NOINFIHHXXX,"NORDIC INVESTMENT BANK",FI
21380017Q93AYXOJGK71,CBEFGB21XXX,"CHARTERHOUSE GENERAL PARTNERS (IX) LIMITED",GB
2138007APLBQW5QGSX72,CHEEGB21XXX,"CHARTERHOUSE GENERAL PARTNERS (VIII) LIMITED",GB
213800V8TNER6L45XC07,CHDAGB21XXX,"CHARTERHOUSE DEVELOPMENT CAPITAL LIMITED",GB
2138009QCHFQV9RC4R40,LCKULT22XXX,"LIETUVOS CENTRINĖ KREDITO UNIJA",LT
635400F8XIYWT69LQH32,MWAMHKH1XXX,"MARSHALL WACE ASIA LIMITED",HK
635400QYFH8DRJBZQI59,MWAMUS31XXX,"MARSHALL WACE NORTH AMERICA L.P.",US
213800Z5PKJOV7GWXE43,FISKGB21XXX,"FISKE PLC",GB
213800FQMF114AN3CM47,FIIMGB21XXX,"FIELDINGS INVESTMENT MANAGEMENT LIMITED",GB
213800Z38J623HQWC228,MESFCY21XXX,"MEGA EQUITY SECURITIES ",CY
213800YY211UYDQ9MX35,HEBSGB21XXX,"HANLEY ECONOMIC BUILDING SOCIETY",GB
549300TGZX4PLYAP3S87,AVCABGS1XXX,"ТРЕЙДИНГ 212",BG
213800UTXX7Q6K834J18,GGMMCY21XXX,"GMM GLOBAL MONEY MANAGERS LTD",CY
2138001UYFF4L8FOMN55,AXCKGB22XXX,"AXIS CAPITAL MARKETS LIMITED",GB
213800EZ5QWZOX2PSW43,BUCKGBC1XXX,"BUCKINGHAMSHIRE BUILDING SOCIETY",GB
213800QFK3OHJZ7XXG60,TRUYGB21XXX,"TREASURY IP LIMITED",GB
5493002OG1USXVKGSZ04,UNSHGB21XXX,"UNIVERSITIES SUPERANNUATION SCHEME LIMITED",GB
340LRIIBTBGZYS1LIL83,AXIPGB2LXXX,"AXA INSURANCE UK PLC",GB
213800KYUPNOQPAQL758,BDIGPTPLXXX,"BANCO DE INVESTIMENTO GLOBAL, S.A.",PT
ZE2ZWJ5BTIQJ8M0C6K34,GRNWUS33XXX,"NATWEST MARKETS SECURITIES INC.",US
213800WDBCP28M4C9E37,DMBLGB2LXXX,"DINOSAUR MERCHANT BANK LIMITED",GB
2138007697JI6B4MTB90,BAOGGB21XXX,"CASTLEBROOK OVERSEAS MANAGEMENT LIMITED",GB
213800EEVBCGUQW13363,BATSZAJ1XXX,"BRITISH AMERICAN TOBACCO SOUTH AFRICA (PTY) LIMITED",ZA
213800IORGL29LJ11Y95,BATSRUM1XXX,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЕ УСЛУГИ ПО МАРКЕТИНГУ ТАБАКА",RU
2138008Z54IOGPGG1838,BATSIDA1XXX,"BENTOEL INTERNASIONAL INVESTAMA TBK, PT",ID
213800NW5WGGPPYLR183,BATSIDJ1XXX,"PT. BENTOEL PRIMA",ID
213800UGS7HLTLKWYC13,BATSKRS1XXX,"BRITISH AMERICAN TOBACCO KOREA LIMITED",KR
21380041YBGOQDFAC823,BATSGB2LXXX,"B.A.T. INTERNATIONAL FINANCE P.L.C.",GB
2138008TNTD8XDWP4Y26,BATSKR31XXX,"ROTHMANS FAR EAST B.V",KR
213800TWSHPHH7ZH2P97,AEBAGRAAXXX,"AEGEAN BALTIC BANK A.T.E.",GR
2138005MGIT3X9ZTMP37,RSPKDK21XXX,"RØNDE SPAREKASSE",DK
21380076AAHNE6WA5G51,MSUTGB21XXX,"MARKS AND SPENCER UNIT TRUST MANAGEMENT LIMITED",GB
2138009M124EE2Q9ZK29,MSFEGB21XXX,"MARKS AND SPENCER FINANCIAL SERVICES PLC",GB
213800L268IWWDMGE602,HSTCGB21XXX,"HSBC TRUST COMPANY (UK) LIMITED",GB
213800MQORWPL582SW82,REVOGB2LXXX,"REVOLUT LTD",GB
213800HVF4H4GD6WSK83,MAIUIE21XXX,"HSBC SECURITIES SERVICES (IRELAND) DESIGNATED ACTIVITY COMPANY",GB
213800MB7UGCSL5S3P42,HSMUUS31XXX,"HSBC GLOBAL ASSET MANAGEMENT (USA) INC.",US
52990060MW19AH86UT03,HAMGDEDDXXX,"HSBC GLOBAL ASSET MANAGEMENT (DEUTSCHLAND) GMBH",GB
213800CX75TGT3CP5X77,GTSEGB21XXX,"GTS SECURITIES EUROPE LTD",GB
213800K5ZFNCMMGZHN18,HSFMMTM1XXX,"HSBC GLOBAL ASSET MANAGEMENT (MALTA) LIMITED",GB
213800LHW17DHRGTI512,ICBVVNVXXXX,"VIETNAM JOINT STOCK COMMERCIAL BANK FOR INDUSTRY AND TRADE",VN
213800JLOOMVYHQJC212,LOIMHKHHXXX,"LIM ADVISORS LIMITED",HK
213800VAZKZYAXMFIN23,SHRPGB21XXX,"THE SHARE REPUBLIC.COM LTD",GB
2138003SR8NMDONGQQ76,AGIMGB21XXX,"ORANGE SCISSORS LTD",GB
213800Z7YENDMEB1M524,CUAEGB21XXX,"COURTIERS ASSET MANAGEMENT LIMITED",GB
21380085JLUHBLN69M35,CUIVGB21XXX,"COURTIERS INVESTMENT SERVICES LIMITED",GB
2138008D75HEW8CH7F05,QUCAGB21XXX,"SPARK VENTURE MANAGEMENT LIMITED",GB
213800X2A45NONQPNW91,CBHEGB2LXXX,"CBH EUROPE LIMITED",GB
213800RGHPGY5SER3811,BATSALT1XXX,"BRITISH AMERICAN TOBACCO-ALBANIA",AL
213800DG2M8QX22U6P30,BCEYGB2LXXX,"BANK OF CEYLON (UK) LIMITED",GB
213800F2325Q6YL2VA03,ZUMADMDMXXX,"ZUMA BANK CORPORATION",DM
213800G2GSNLFT2TMH60,BIPNPRSJXXX,"BANPLUS INTERNATIONAL BANK INC.",PR
2138009A2ADI4STS9925,AICIPR22XXX,"ALLIANCE CAPITAL INTERNATIONAL BANK, INC.",PR
213800X1S9GLXITOH663,KNALPAPAXXX,"CANAL BANK S. A.",PA
21380044F9PCZ7L6F892,NOITAGAGXXX,"NORTH INTERNATIONAL BANK LTD.",AG
213800EQPT6S3LB2Z440,BCBKDMD1XXX,"BARNETT CAPITAL BANK CORPORATION",DM
213800A846PRFCGT7P34,TESUGB21XXX,"TS CAPITAL LIMITED",GB
213800JZBJ5AJWZ3N969,IPIOAEA1XXX,"شركة الإستثمارات البترولية الدولية (ايبيك)",AE
213800KRNTZFOY1DA806,ARRRGB21XXX,"ARDEN PARTNERS PLC",GB
213800RENLNKMWZV8767,LOBADK21XXX,"LOLLANDS BANK A/S",DK
213800VCJUJI4KTRSJ25,BORDCHGGXXX,"BORDIER ",CH
2138009CM5DCI2OQW132,PERLJESHXXX,"PERSHING (CHANNEL ISLANDS) LIMITED",JE
213800BMCUOQSBVQ3P52,BMFEIE21XXX,"BNY MELLON FUND SERVICES (IRELAND) DESIGNATED ACTIVITY COMPANY",IE
213800ZRF166JAXBK273,BNTUGB21XXX,"BNY TRUST COMPANY LIMITED",GB
213800HJTKG243ZWAA56,NYTDGB21XXX,"BNY MELLON TRUST ",GB
213800O5FBGOWU89LN14,BMCKGB21XXX,"BNY MELLON CAPITAL MARKETS EMEA LIMITED",GB
213800R6YVGU4VP7XK84,PERLGB22XXX,"PERSHING LIMITED",GB
213800X5NCNIAF9USD75,MEGVGB21XXX,"BNY MELLON INVESTMENT MANAGEMENT EMEA LIMITED",GB
213800BG61RYOH8ERW53,NEFMGB21XXX,"BNY MELLON FUND MANAGERS LIMITED",GB
213800LISYCOUHWK7S47,RFLCJESXXXX,"NEDBANK PRIVATE WEALTH",JE
213800GJHWB8WAJ1OE03,CPFMGB21XXX,"CAPRICORN FUND MANAGERS LIMITED",GB
213800X871ZXZBO6UC23,DFCYCY21XXX,"DFG CAPITAL (CYPRUS) LIMITED",CY
21380024WQ7CDTHQ8Q92,PESUGRA1XXX,"ΠΗΓΑΣΟΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ Α.Ε.Π.Ε.Υ.",GR
213800NCSKH968YFDB88,ABCOBHBMXXX,"ARAB BANKING CORPORATION B S C",BH
213800HFBG8GID98ID84,VEITCY21XXX,"VELES INTERNATIONAL LIMITED",CY
213800U6JL78EYKR3548,INEOGB2LXXX,"INEOS HOLDINGS LIMITED",GB
213800ZFPB9QVTCYTE24,IVIIGB21XXX,"INTRINSIC VALUE INVESTORS (IVI) LLP",GB
213800ED5AN2J56N6Z02,DAAAIT21XXX,"DAVIDE CAMPARI-MILANO S.P.A.",IT
213800S8K5XZJ2K6OB13,ALBLGB2LXXX,"ALPHA BANK LONDON LIMITED",GB
213800ZD686TR7FEP983,PRGNGB21XXX,"PARAGON BANK PLC",GB
213800F8E4X648142844,MFOIGB22XXX,"MICRO FOCUS INTERNATIONAL PLC",GB
2138004JRVG2M5ZJLJ39,CUSEGB21XXX,"CURZON SECURITIES LIMITED",GB
2138006RD9NTR6UGG449,FODDITR2XXX,"BANCOPOSTA FONDI S.P.A. SOCIETA' DI GESTIONE DEL RISPARMIO O",IT
213800FSR9RNDUOTXO25,TLSNSESSXXX,"TELIA COMPANY AB",SE
213800K6QQFMK4B6K577,IMAAGB2BXXX,"IMPAX ASSET MANAGEMENT LIMITED",GB
213800QH1824YW4EQO06,AKJSGB21XXX,"AK JENSEN LIMITED",GB
2138006AACENARGZJ838,PUNBGB22XXX,"PUNJAB NATIONAL BANK (INTERNATIONAL) LIMITED",GB
213800CH6IZ9J98PIS59,OPPHGB21XXX,"OPPENHEIMER EUROPE LTD.",GB
2138001V76F66ASAJT81,HALRGB21XXX,"HARGREAVES LANSDOWN STOCKBROKERS LTD",GB
213800C6Q14JHU8S2L30,ILLLGB21XXX,"ILLIQUIDX LIMITED",GB
213800UHJUCFNA7KY464,TUBAGB2LXXX,"TURKISH BANK (UK) LIMITED",GB
213800W5M1QEB89GYO05,BCLTGB21XXX,"BANK AND CLIENTS PLC",GB
213800ATOEC2O773PJ02,GLNVGB21XXX,"OX GLOBAL INVESTMENTS LTD",GB
213800BNX9QP1G5HBQ10,ANDCAZ22XXX,"NATIONAL DEPOSITORY CENTER OF THE REPUBLIC OF AZERBAIJAN",AZ
213800DCGUIXGBT4KU10,YUTATWTPXXX,"YUANTA SECURITIES CO., LTD.",TW
213800ROVK72CQLNN629,FTRMMTM1XXX,"FINCO TREASURY MANAGEMENT LIMITED",MT
213800MYMN5ZDJKFCU24,GISCOMR1XXX,"GULF INVESTMENT SERVICES HOLDING CO SAOG",OM
213800VII71629XRFF21,KCEAKEN1XXX,"KESTREL CAPITAL (EAST AFRICA) LTD",KE
5493000JTJMXUZY4GP84,SAVSGB21XXX,"SANLAM LIFE ",GB
213800OL96O67MO6RY80,BAHLPKKAXXX,"BANK AL HABIB LIMITED",PK
213800HG41IGD58YD316,MENVLBB1XXX,"MEDSECURITIES INVESTMENT SAL (MEDSEC)",LB
213800TL9JG6HLJMHB44,BICCKMKMXXX,"BANQUE POUR L'INDUSTRIE ET LE COMMERCE - COMORES",KM
213800AKFASSQE52AZ88,CBRWRWR1XXX,"THE NATIONAL BANK OF RWANDA",RW
213800SISGTURPDOWL49,MATCGRA1XXX,"ΑΡΝΤΟΥ ΠΡΑΙΜ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ",GR
213800CTG78NC7H13637,FSSCITM1XXX,"FONDO AGENTI SPEDIZIONIERI E CORRIERI",IT
213800RW4997SJUBJW02,IVEOGB21XXX,"EQ INVESTORS LIMITED",GB
213800RUSOIJPJD19H13,INAHHR22XXX,"INA-INDUSTRIJA NAFTE, D.D.",HR
2138004YUYHTHXMUIU13,SCNMGB21XXX,"EQUITY TRUSTEES FUND SERVICES LTD",GB
213800A8T8FF9MMM7875,ERMOMCM1XXX,"BNP PARIBAS WEALTH MANAGEMENT MONACO",MC
213800ZE4ZL1UXC4JG65,IBJMGB2LXXX,"ASSET MANAGEMENT ONE INTERNATIONAL LTD",GB
213800NJNT6UWPBV3U43,FMBZZMLXXXX,"AFRICAN BANKING CORPORATION ZAMBIA LIMITED",ZM
213800V7B2AQW2OQ8247,INHICH22XXX,"INTEROGO HOLDING AG",CH
06BTX5UWZD0GQ5N5Y745,WABTUS3WXXX,"WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION",US
2138003CWF7Z28U7S234,AXARFR21XXX,"AXA REAL ESTATE INVESTMENT MANAGERS SGP",FR
5493008QZPPHVJ8Q4F45,ETHNCY2NXXX,"ΕΘΝΙΚΗ ΤΡΑΠΕΖΑ ΤΗΣ ΕΛΛΑΔΟΣ (ΚΥΠΡΟΣ) ΛΙΜΙΤΕΔ",CY
2138008EVEC65A2ZZ692,JCCLJES1XXX,"HSBC GLOBAL ASSET MANAGEMENT (INTERNATIONAL) LIMITED",GB
213800O3PXKASJO7RQ65,NMFMHKH1XXX,"AXA INVESTMENT MANAGERS ASIA LIMITED",HK
21380025TE85ILLXNU42,SIMAAU21XXX,"SCHRODER INVESTMENT MANAGEMENT AUSTRALIA LIMITED",AU
549300YEZVAVRZDQX018,CATWGB2LXXX,"CATLIN UNDERWRITING AGENCIES LIMITED",GB
213800FERQ5LE3H7WJ58,DENTGB2LXXX,"DENTSU AEGIS NETWORK LTD.",GB
213800DRXFPTU91Z5S63,HEIEGR21XXX,"ΕΛΛΑΣΦΙΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΑΡΟΧΗΣ ΕΠΕΝΔΥΤΙΚΩΝ ΥΠΗΡΕΣΙΩΝ",GR
213800OSQM1JJ4CCXK11,SELCGRA1XXX,"ΣΤ. ΕΜΜ. ΛΑΥΡΕΝΤΑΚΗΣ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΗ ΑΕΠΕΥ",GR
2138009C7ZSLXLAFB809,EQSOIMD1XXX,"EQUILIBRIUM SOLUTIONS LIMITED",IM
2138009W7VFCTUTYZG32,SUPTGB21XXX,"SUNRATE PARTNERS UK LIMITED",GB
213800MUX4RIR4HITS15,ODFONOKKXXX,"ODIN FORVALTNING AS",NO
213800M5SZU3KLAROZ16,MULTLV2XXXX,"AS ""INDUSTRA BANK""",LV
